brand,fuel_type,model_date,vehicle_transmission,Car_name,Year,Location,mileage_from_odometer_km,vehicle_engine_cc,price_usd
Suzuki,Hybrid,2017.0,Automatic,R ,2017,Mingora,23000.0,660.0,9928.73
Suzuki,Petrol,2008.0,Manual,APV ,2008,Islamabad,200000.0,1500.0,7801.14
Toyota,Petrol,2014.0,Manual,Corolla ,2014,Sargodha,265000.0,1300.0,8244.39
Honda,Petrol,2006.0,Manual,Civic ,2006,Karachi,102000.0,1800.0,4716.14
Suzuki,Petrol,2007.0,Manual,Cultus ,2007,Karachi,49000.0,1000.0,2375.8
Suzuki,Petrol,1989.0,Manual,Khyber ,1989,Rawalpindi,15586.0,1000.0,1223.36
Toyota,Petrol,2006.0,Manual,Corolla ,2006,Dadu,145000.0,1300.0,6382.75
Nissan,Petrol,2016.0,Automatic,Clipper ,2016,Vehari,222222.0,660.0,5283.5
Suzuki,Petrol,2015.0,Manual,Cultus ,2015,Karachi,123456.0,1000.0,4077.87
Suzuki,Petrol,2018.0,Manual,Cultus ,2018,Karachi,4900.0,1000.0,10637.92
Toyota,Petrol,2011.0,Automatic,Vitz ,2011,Lahore,145000.0,1000.0,7801.14
Nissan,Petrol,2017.0,Automatic,Dayz ,2017,Lahore,75000.0,660.0,7801.14
Suzuki,Petrol,2018.0,Automatic,Every ,2018,Gujranwala,65000.0,660.0,4574.31
Toyota,Petrol,2011.0,Manual,Corolla ,2011,Peshawar,12345.0,1300.0,6985.57
Suzuki,Petrol,2007.0,Manual,Mehran ,2007,Rawalpindi,1234.0,800.0,2127.58
Suzuki,Petrol,2021.0,Manual,Alto ,2021,Sahiwal,15000.0,660.0,8510.34
Toyota,Diesel,2010.0,Automatic,Hilux ,2010,Karachi,107000.0,3000.0,16222.83
Toyota,Diesel,2003.0,Manual,Hilux ,2003,Islamabad,7500.0,3000.0,11169.82
Toyota,CNG,1996.0,Manual,Corolla ,1996,Peshawar,100000.0,1600.0,3368.67
Honda,Petrol,1999.0,Automatic,Civic ,1999,Mansehra,280000.0,1600.0,4538.85
Suzuki,Petrol,2007.0,Manual,Bolan ,2007,Karachi,390000.0,800.0,1382.93
Suzuki,Petrol,2022.0,Manual,Cultus ,2022,Jhang,6500.0,1000.0,13120.1
Suzuki,Petrol,2006.0,Manual,Liana ,2006,Lahore,190000.0,1300.0,3510.51
Honda,Petrol,1990.0,Automatic,Civic ,1990,Abbottabad,369000.0,1500.0,2304.88
Toyota,Petrol,1999.0,Automatic,Cruiser ,1999,Taunsa,115000.0,4700.0,46097.66
Suzuki,Petrol,1994.0,Manual,Khyber ,1994,Lahore,99999.0,1000.0,1063.79
Toyota,Hybrid,2018.0,Automatic,Aqua ,2018,Mingora,75000.0,1500.0,20921.24
Toyota,Petrol,2012.0,Manual,Corolla ,2012,Faisalabad,165000.0,1300.0,9042.23
Suzuki,Petrol,2007.0,Manual,Cultus ,2007,Kohat,155000.0,1000.0,2659.48
Suzuki,Petrol,2002.0,Manual,Cultus ,2002,Islamabad,100000.0,1000.0,2553.1
Toyota,Petrol,2018.0,Automatic,Vitz ,2018,Faisalabad,63000.0,1000.0,14893.09
Suzuki,Petrol,2017.0,Manual,R ,2017,Karachi,80000.0,1000.0,5850.86
Honda,Petrol,2009.0,Automatic,Insight ,2009,Karachi,89000.0,1300.0,8864.93
Toyota,Petrol,2021.0,Automatic,Corolla ,2021,Islamabad,28300.0,1600.0,19502.85
Toyota,Diesel,1980.0,Manual,Cruiser ,1980,Lahore,69000.0,3000.0,8864.93
Suzuki,Petrol,2007.0,Manual,Mehran ,2007,Abdul,100000.0,800.0,1950.29
Honda,Petrol,2017.0,Automatic,One ,2017,Lahore,55000.0,660.0,11169.82
Toyota,Petrol,2017.0,Automatic,Corolla ,2017,Karachi,110000.0,1300.0,11701.71
Toyota,Hybrid,2018.0,Automatic,Aqua ,2018,Abbottabad,54000.0,1500.0,20743.95
Honda,Petrol,1997.0,Manual,City ,1997,Mardan,99000.0,1500.0,2570.83
Daihatsu,Petrol,2012.0,Manual,Cuore ,2012,Karachi,66000.0,800.0,3262.3
Suzuki,Petrol,2004.0,Manual,Potohar ,2004,Takhtbai,110000.0,1000.0,4609.77
Suzuki,Petrol,2015.0,Manual,Cultus ,2015,Islamabad,85000.0,1000.0,5496.26
Honda,Petrol,2009.0,Manual,City ,2009,Islamabad,115000.0,1300.0,8510.34
Daihatsu,Petrol,2018.0,Automatic,Mira ,2018,Karachi,53000.0,660.0,10637.92
Toyota,Petrol,2006.0,Automatic,Axio ,2006,Peshawar,300000.0,1500.0,9219.53
Toyota,Petrol,2021.0,Automatic,Yaris ,2021,Karachi,32500.0,1500.0,16666.08
Honda,Petrol,1996.0,Manual,Civic ,1996,Islamabad,50000.0,1600.0,3545.97
Toyota,Petrol,2015.0,Automatic,Corolla ,2015,Rawalpindi,100000.0,1300.0,10637.92
Suzuki,Petrol,2019.0,Manual,Mehran ,2019,Adda,33000.0,796.0,5850.86
Suzuki,Petrol,2000.0,Manual,Baleno ,2000,Khushab,176623.0,1600.0,2836.78
Suzuki,Petrol,1997.0,Manual,Khyber ,1997,Rawalpindi,45000.0,1000.0,1631.15
Toyota,Petrol,2012.0,Automatic,Hiace ,2012,Mardan,150000.0,2700.0,12588.21
Toyota,Petrol,2014.0,Manual,Corolla ,2014,Faisalabad,130000.0,1300.0,8864.93
Honda,Petrol,2016.0,Manual,City ,2016,Islamabad,103100.0,1300.0,9857.81
Honda,Petrol,2003.0,Manual,Civic ,2003,Islamabad,111424.0,1500.0,4432.47
Honda,Petrol,2003.0,Manual,Civic ,2003,Swabi,9999.0,1600.0,4077.87
Honda,Hybrid,2012.0,Automatic,Freed ,2012,Karachi,150000.0,1500.0,10283.32
Toyota,Hybrid,2011.0,Automatic,Prius ,2011,Karachi,198000.0,1500.0,8687.64
Suzuki,Petrol,2008.0,Manual,Mehran ,2008,Fort,123456.0,800.0,2198.5
Honda,Petrol,2017.0,Manual,City ,2017,Karachi,26000.0,1300.0,9928.73
Honda,Petrol,2006.0,Manual,Civic ,2006,Lahore,225000.0,1500.0,5673.56
Toyota,Petrol,1994.0,Automatic,Corolla ,1994,Peshawar,50000.0,1500.0,5850.86
Daihatsu,Petrol,2002.0,Automatic,Cuore ,2002,Rawalpindi,260000.0,800.0,3226.84
Toyota,Petrol,2016.0,Automatic,Corolla ,2016,Sheikhupura,131000.0,1300.0,10460.62
Suzuki,Hybrid,2019.0,Automatic,R ,2019,Sahiwal,26000.0,660.0,10637.92
Daihatsu,Petrol,2014.0,Automatic,Conte ,2014,Peshawar,12458.0,660.0,5833.13
Toyota,Petrol,1996.0,Automatic,Corolla ,1996,Mansehra,68000.0,1300.0,5141.66
Toyota,Diesel,2005.0,Automatic,Hilux ,2005,Islamabad,100000.0,2500.0,17020.67
Toyota,Petrol,2004.0,Automatic,Corolla ,2004,Islamabad,180000.0,1500.0,11524.41
Suzuki,Petrol,2006.0,Manual,Cultus ,2006,Hyderabad,86000.0,1000.0,2535.37
Suzuki,Petrol,2016.0,Manual,R ,2016,Faisalabad,55000.0,1000.0,6560.05
Honda,Petrol,2003.0,Manual,Civic ,2003,Swabi,9999.0,1500.0,4077.87
Suzuki,Petrol,2006.0,Manual,Cultus ,2006,Islamabad,12345.0,1000.0,2446.72
Suzuki,Petrol,2006.0,Manual,Cultus ,2006,Islamabad,12345.0,1000.0,2446.72
Suzuki,Petrol,2016.0,Manual,Cultus ,2016,Shahdadpur,60000.0,1000.0,5850.86
Honda,Petrol,2003.0,Manual,City ,2003,Lahore,250000.0,1300.0,3368.67
Suzuki,Petrol,2016.0,Manual,Cultus ,2016,Lahore,118000.0,1000.0,5248.04
Honda,Petrol,2014.0,Automatic,Vezel ,2014,Karachi,71000.0,1500.0,14538.49
Honda,Petrol,2006.0,Automatic,Civic ,2006,Karachi,145000.0,1500.0,5318.96
Toyota,Petrol,2019.0,Automatic,Vitz ,2019,Lahore,17100.0,1000.0,13456.97
Suzuki,Petrol,2012.0,Manual,Alto ,2012,Lahore,200000.0,1000.0,4166.52
Toyota,Petrol,2014.0,Automatic,Vitz ,2014,Islamabad,74748.0,1000.0,9928.73
Honda,Petrol,2020.0,Automatic,City ,2020,Karachi,16000.0,1300.0,13652.0
Honda,Petrol,2007.0,Automatic,Airwave ,2007,Rahim,135000.0,1500.0,8084.82
Toyota,Petrol,2015.0,Automatic,Corolla ,2015,Karachi,65000.0,1800.0,13120.1
Suzuki,Petrol,2016.0,Manual,Mehran ,2016,Multan,95000.0,796.0,3439.59
Suzuki,Petrol,2007.0,Manual,Cultus ,2007,Karachi,70000.0,1000.0,3191.38
Toyota,Petrol,1995.0,Manual,Prado ,1995,Islamabad,70000.0,3000.0,13652.0
Honda,Hybrid,2017.0,Automatic,Vezel ,2017,Islamabad,62000.0,1500.0,25531.01
Honda,Petrol,2001.0,Manual,City ,2001,Faisalabad,123456.0,1300.0,3368.67
Toyota,Petrol,2015.0,Automatic,Corolla ,2015,Karachi,130000.0,1800.0,10957.06
Suzuki,Petrol,2018.0,Manual,R ,2018,Lahore,85000.0,1000.0,7021.03
Honda,Petrol,2011.0,Automatic,Civic ,2011,Lahore,136000.0,1800.0,6418.21
Suzuki,Petrol,1994.0,Manual,Bolan ,1994,Peshawar,9999.0,800.0,1702.07
Honda,Petrol,2018.0,Manual,City ,2018,Okara,139000.0,1300.0,10584.73
Suzuki,Petrol,2011.0,Manual,Mehran ,2011,Islamabad,97000.0,800.0,2659.48
Suzuki,Petrol,2007.0,Manual,Bolan ,2007,Okara,230000.0,800.0,1985.75
Toyota,Petrol,2011.0,Automatic,Vitz ,2011,Lahore,110000.0,1000.0,7535.19
Suzuki,Petrol,2008.0,Manual,Alto ,2008,Kohat,99999.0,1000.0,3368.67
Honda,Petrol,2003.0,Manual,City ,2003,Lahore,250000.0,1500.0,3368.67
Toyota,Diesel,2020.0,Automatic,Hilux ,2020,Lahore,55000.0,2800.0,32445.66
Toyota,Diesel,2021.0,Automatic,Hilux ,2021,Karachi,22000.0,2800.0,382965.14
Toyota,Petrol,2021.0,Manual,Yaris ,2021,Sahiwal,29800.0,1300.0,14272.54
Daihatsu,Petrol,2009.0,Automatic,Wagon ,2009,Abbottabad,120856.0,660.0,5141.66
Nissan,Petrol,2019.0,Automatic,Dayz ,2019,Rawalpindi,27000.0,660.0,9751.43
Suzuki,Petrol,2004.0,Manual,Cultus ,2004,Sargodha,120000.0,1000.0,2393.53
Suzuki,Petrol,2003.0,Manual,Mehran ,2003,Chunian,170496.0,800.0,1631.15
Suzuki,Petrol,2012.0,Manual,Ravi ,2012,Taxila,406755.0,800.0,2765.86
Suzuki,Petrol,2005.0,Manual,Cultus ,2005,Lahore,125000.0,1000.0,2269.42
Honda,Petrol,2006.0,Manual,City ,2006,Islamabad,195000.0,1300.0,5035.28
Suzuki,Petrol,2016.0,Manual,Mehran ,2016,Rahim,99000.0,796.0,3120.46
Suzuki,Petrol,2019.0,Manual,R ,2019,Bahawalpur,56000.0,1000.0,8333.04
Suzuki,Petrol,2022.0,Manual,Swift ,2022,Multan,13500.0,1200.0,13120.1
Suzuki,Petrol,2006.0,Manual,Mehran ,2006,Lahore,200000.0,800.0,2021.2
Suzuki,Petrol,2003.0,Manual,Cultus ,2003,Mardan,7700.0,1000.0,2446.72
Toyota,Petrol,2011.0,Manual,Corolla ,2011,Kot,165000.0,1300.0,7801.14
Toyota,Petrol,2019.0,Automatic,Corolla ,2019,Peshawar,20000.0,1300.0,12410.91
Daihatsu,Petrol,2012.0,Automatic,Mira ,2012,Lahore,90000.0,660.0,7446.54
Suzuki,Petrol,2012.0,Manual,Cultus ,2012,Sialkot,93000.0,1000.0,3989.22
Suzuki,Petrol,2022.0,Automatic,Swift ,2022,Karachi,9864.0,1242.0,15602.28
Suzuki,Petrol,1990.0,Manual,Mehran ,1990,Kallar,200000.0,800.0,1205.63
Daihatsu,Petrol,2012.0,Manual,Cuore ,2012,Lahore,125330.0,800.0,3900.57
Honda,Petrol,2006.0,Manual,Civic ,2006,Karachi,160000.0,1600.0,4503.39
Honda,Petrol,2017.0,Automatic,Civic ,2017,Islamabad,55000.0,1800.0,16666.08
Honda,Petrol,2015.0,Manual,City ,2015,Islamabad,112000.0,1300.0,8864.93
Honda,Petrol,2005.0,Automatic,Civic ,2005,Karachi,200000.0,1600.0,3900.57
Daihatsu,Petrol,2011.0,Automatic,Kid ,2011,Karachi,124000.0,660.0,6896.92
Suzuki,Petrol,2018.0,Manual,Cultus ,2018,Lahore,130000.0,1000.0,7535.19
Toyota,Diesel,1984.0,Manual,Hiace ,1984,Lahore,1984.0,2400.0,3191.38
Suzuki,Petrol,2012.0,Automatic,Every ,2012,Sargodha,98000.0,660.0,5248.04
Suzuki,Petrol,2020.0,Manual,Alto ,2020,Sanghar,35560.0,660.0,7180.6
Toyota,Petrol,2011.0,Manual,Corolla ,2011,Islamabad,200000.0,1300.0,8155.74
Suzuki,Hybrid,2019.0,Automatic,R ,2019,Lahore,19486.0,660.0,11524.41
Suzuki,Petrol,2012.0,Manual,Alto ,2012,Lahore,70000.0,1000.0,4201.98
Suzuki,Petrol,1992.0,Manual,Khyber ,1992,Lahore,12345.0,1000.0,992.87
Suzuki,Petrol,2007.0,Manual,Mehran ,2007,Bannu,63000.0,800.0,2233.96
Suzuki,Petrol,2015.0,Manual,Bolan ,2015,Islamabad,68000.0,800.0,3262.3
Suzuki,Petrol,2005.0,Manual,Alto ,2005,Peshawar,100000.0,1000.0,2553.1
Toyota,Petrol,2011.0,Manual,Corolla ,2011,Islamabad,130000.0,1300.0,8155.74
Nissan,Petrol,1988.0,Manual,Sunny ,1988,Mansehra,189000.0,1000.0,1702.07
Toyota,Petrol,2010.0,Automatic,Cruiser ,2010,Gujranwala,115000.0,4600.0,80848.2
Suzuki,Petrol,2019.0,Manual,Alto ,2019,Karachi,32000.0,660.0,7269.25
Suzuki,Petrol,2017.0,Manual,R ,2017,Lahore,103000.0,1000.0,7091.95
Suzuki,Petrol,2021.0,Manual,Cultus ,2021,Lahore,17000.0,1000.0,10992.52
Toyota,Petrol,1986.0,Automatic,Cruiser ,1986,Lahore,25000.0,4200.0,14183.89
Suzuki,Petrol,2016.0,Automatic,Jimny ,2016,Karachi,135000.0,660.0,11701.71
Suzuki,Petrol,2017.0,Manual,Swift ,2017,Karachi,56000.0,1300.0,7003.3
Toyota,Petrol,2021.0,Automatic,Corolla ,2021,Karachi,10000.0,1600.0,18793.66
Suzuki,Petrol,1998.0,Manual,Margalla ,1998,Karachi,123456.0,1300.0,1950.29
Suzuki,Petrol,2007.0,Automatic,Alto ,2007,Islamabad,150000.0,660.0,5230.31
Toyota,Petrol,2019.0,Automatic,Vitz ,2019,Lahore,29000.0,1000.0,15939.15
Toyota,Diesel,2021.0,Automatic,Hilux ,2021,Lahore,18000.0,2800.0,36168.93
Suzuki,Petrol,1997.0,Manual,Cultus ,1997,Peshawar,180000.0,1000.0,2411.26
Suzuki,Petrol,2001.0,Automatic,Alto ,2001,Peshawar,85000.0,1000.0,4077.87
Suzuki,Petrol,1994.0,Manual,Margalla ,1994,Hyderabad,1234.0,1300.0,1595.69
Honda,Petrol,2010.0,Automatic,Civic ,2010,Rahim,150000.0,1800.0,6205.45
Daihatsu,Petrol,1988.0,Manual,Charade ,1988,Lahore,167000.0,1000.0,1418.39
Suzuki,Petrol,2021.0,Automatic,Alto ,2021,Lahore,25000.0,660.0,10106.02
Suzuki,Petrol,2016.0,Manual,Cultus ,2016,Islamabad,90000.0,1000.0,5283.5
Toyota,Petrol,2006.0,Manual,Corolla ,2006,Khanewal,144800.0,1300.0,3971.49
Suzuki,Petrol,2008.0,Manual,Cultus ,2008,Lahore,70000.0,1000.0,2730.4
Toyota,Diesel,1999.0,Manual,Corolla ,1999,Bhimber,137510.0,2000.0,4077.87
Suzuki,Petrol,2017.0,Manual,Mehran ,2017,Khanpur,33000.0,800.0,3492.78
Toyota,Petrol,2013.0,Manual,Corolla ,2013,Bhakkar,118000.0,1300.0,9219.53
Suzuki,Petrol,2007.0,Manual,Mehran ,2007,Lahore,123000.0,800.0,2127.58
Toyota,Petrol,2014.0,Automatic,Corolla ,2014,Kohat,160000.0,1600.0,8864.93
Honda,Petrol,2021.0,Automatic,City ,2021,Faisalabad,12000.0,1300.0,14006.6
Suzuki,Petrol,2010.0,Manual,Mehran ,2010,Mardan,35999.0,800.0,2251.69
Honda,Petrol,2017.0,Manual,City ,2017,Rawalpindi,150000.0,1300.0,10460.62
Toyota,Petrol,2003.0,Automatic,Vitz ,2003,Lahore,178000.0,1000.0,5318.96
Toyota,Petrol,2013.0,Automatic,Fielder ,2013,Islamabad,134000.0,1500.0,13829.3
Toyota,Petrol,2000.0,Automatic,Prado ,2000,Mardan,115504.0,3400.0,16488.78
Suzuki,Petrol,2008.0,Manual,Alto ,2008,Rawalpindi,90000.0,1000.0,3368.67
Suzuki,Petrol,2011.0,Manual,Mehran ,2011,Rawalpindi,90000.0,800.0,2553.1
Honda,Petrol,2019.0,Manual,City ,2019,Multan,51000.0,1300.0,14538.49
Toyota,Petrol,1999.0,Automatic,Cruiser ,1999,Islamabad,187000.0,4663.0,25531.01
Honda,Petrol,2002.0,Automatic,Civic ,2002,Lahore,200000.0,1600.0,4787.06
Honda,Petrol,2002.0,Automatic,Civic ,2002,Lahore,200000.0,1600.0,4787.06
Toyota,Petrol,2014.0,Automatic,Corolla ,2014,Multan,80000.0,1300.0,9396.83
Toyota,Petrol,2015.0,Manual,Corolla ,2015,Vehari,115685.0,1300.0,9308.18
Toyota,Diesel,1994.0,Manual,Prado ,1994,Islamabad,185000.0,3000.0,9396.83
Honda,Petrol,2015.0,Automatic,Civic ,2015,Lahore,170000.0,1800.0,12233.61
Toyota,Diesel,1992.0,Manual,Prado ,1992,Islamabad,185000.0,3000.0,8421.69
Honda,Hybrid,2019.0,Automatic,Insight ,2019,Peshawar,17000.0,1500.0,49643.63
Honda,Petrol,2017.0,Manual,City ,2017,Multan,77000.0,1500.0,11347.12
Suzuki,Petrol,2019.0,Manual,Cultus ,2019,Lahore,56000.0,1000.0,9840.08
Toyota,Diesel,2022.0,Automatic,Fortuner ,2022,Peshawar,1000.0,2800.0,63827.52
Toyota,Petrol,2005.0,Automatic,Rav4 ,2005,Lahore,139213.0,2000.0,12676.86
Toyota,Diesel,1995.0,Manual,Cruiser ,1995,Islamabad,185000.0,4200.0,12942.8
Honda,Petrol,1996.0,Automatic,Civic ,1996,Mardan,250000.0,1600.0,3014.08
Toyota,Petrol,1998.0,Manual,Corolla ,1998,D,100000.0,1300.0,2996.35
Nissan,Petrol,2012.0,Automatic,Roox ,2012,Multan,148000.0,660.0,5318.96
Suzuki,Petrol,2006.0,Manual,Mehran ,2006,Lahore,180000.0,1000.0,2127.58
Toyota,Petrol,2017.0,Automatic,Hiace ,2017,Karachi,109000.0,2700.0,27304.0
Suzuki,Petrol,2019.0,Manual,Mehran ,2019,Darya,33000.0,796.0,5850.86
Toyota,Petrol,2017.0,Automatic,Hiace ,2017,Karachi,164000.0,2700.0,19857.45
Toyota,Petrol,2013.0,Automatic,Vitz ,2013,Attock,152000.0,1000.0,8510.34
Suzuki,Petrol,2019.0,Manual,Mehran ,2019,Kotla,32000.0,796.0,5850.86
Suzuki,Petrol,2012.0,Automatic,Every ,2012,Karachi,127000.0,660.0,5141.66
Toyota,Petrol,2007.0,Automatic,Axio ,2007,Islamabad,130000.0,1500.0,9219.53
Suzuki,Petrol,2003.0,Manual,Mehran ,2003,Mardan,35000.0,800.0,1968.02
Suzuki,Petrol,2011.0,Manual,Mehran ,2011,Lahore,85000.0,800.0,2038.93
Suzuki,CNG,2010.0,Manual,Mehran ,2010,Rawalpindi,80000.0,800.0,2836.78
Toyota,Petrol,2007.0,Manual,Corolla ,2007,Mansehra,500000.0,1300.0,5673.56
Toyota,Diesel,1984.0,Manual,Cruiser ,1984,Islamabad,250000.0,3400.0,4964.36
Honda,Petrol,2007.0,Automatic,Civic ,2007,Islamabad,150000.0,1800.0,5673.56
Suzuki,Petrol,2007.0,Manual,Liana ,2007,Peshawar,143000.0,1500.0,3723.27
Toyota,Petrol,2012.0,Automatic,Corolla ,2012,Mirpur,117000.0,1600.0,9042.23
Toyota,Hybrid,2019.0,Automatic,Aqua ,2019,Peshawar,151000.0,1500.0,18616.36
Toyota,Petrol,2006.0,Automatic,Prado ,2006,Lahore,124000.0,4000.0,30495.37
Suzuki,Petrol,2016.0,Automatic,Alto ,2016,Dir,1050.0,660.0,9325.91
Honda,Petrol,2014.0,Automatic,Vezel ,2014,Karachi,82000.0,1500.0,15956.88
Honda,Petrol,2007.0,Automatic,Civic ,2007,Karachi,165000.0,1800.0,5850.86
Honda,Petrol,2005.0,Automatic,City ,2005,Rawalpindi,180000.0,1300.0,4787.06
Toyota,Diesel,1997.0,Automatic,Prado ,1997,Murree,200000.0,3000.0,19502.85
Toyota,Petrol,2003.0,Automatic,Cruiser ,2003,Karachi,102000.0,4663.0,22516.93
Suzuki,Petrol,1997.0,Manual,Mehran ,1997,Vehari,90000.0,800.0,1418.39
Toyota,Petrol,2022.0,Automatic,Yaris ,2022,Rawalpindi,13000.0,1500.0,17020.67
Honda,Petrol,2004.0,Automatic,Accord ,2004,Islamabad,132000.0,2400.0,9184.07
Toyota,Petrol,2013.0,Automatic,Vitz ,2013,Rawalpindi,134529.0,1000.0,9751.43
Toyota,Petrol,2016.0,Automatic,Cruiser ,2016,Islamabad,30000.0,4608.0,127655.05
Honda,Hybrid,2014.0,Automatic,Vezel ,2014,Karachi,97200.0,1500.0,15513.63
Toyota,Petrol,2006.0,Automatic,X ,2006,Lahore,139000.0,2500.0,15070.39
Suzuki,Petrol,2013.0,Manual,Mehran ,2013,Wah,70000.0,796.0,3191.38
Toyota,Petrol,2018.0,Automatic,Passo ,2018,Hyderabad,32000.0,1000.0,13652.0
Toyota,Petrol,1994.0,Automatic,Corolla ,1994,Quetta,88000.0,1500.0,4609.77
Daihatsu,Petrol,2017.0,Automatic,Mira ,2017,Karachi,65000.0,660.0,8864.93
Toyota,Hybrid,2017.0,Automatic,Prius ,2017,Lahore,37000.0,1800.0,31896.03
Suzuki,Petrol,2019.0,Manual,R ,2019,Karachi,44000.0,1000.0,7269.25
Suzuki,Petrol,2021.0,Manual,R ,2021,Dera,28000.0,1000.0,10283.32
Honda,Petrol,2010.0,Automatic,Civic ,2010,Lahore,100000.0,1800.0,8776.28
Suzuki,Petrol,1995.0,Manual,Khyber ,1995,Multan,95000.0,1000.0,1595.69
Toyota,CNG,1982.0,Manual,Corona ,1982,Peshawar,145678.0,1600.0,1897.1
Suzuki,Petrol,2006.0,Automatic,APV ,2006,Rawalpindi,98500.0,1500.0,8333.04
Suzuki,Petrol,2007.0,Manual,Cultus ,2007,Gujranwala,100000.0,1000.0,2570.83
Toyota,Petrol,2011.0,Automatic,Prado ,2011,Faisalabad,100000.0,4000.0,56026.38
Honda,Petrol,2019.0,Automatic,City ,2019,Lahore,35000.0,1500.0,14361.19
Honda,Petrol,2014.0,Manual,City ,2014,Rawalpindi,96000.0,1500.0,9042.23
Toyota,Petrol,2004.0,Automatic,Corolla ,2004,Karachi,100000.0,1500.0,5850.86
Suzuki,Petrol,2021.0,Manual,Alto ,2021,Sargodha,2000.0,660.0,8155.74
Daihatsu,Petrol,2005.0,Manual,Cuore ,2005,Lahore,120000.0,800.0,2606.29
Toyota,Petrol,2014.0,Manual,Corolla ,2014,Faisalabad,188000.0,1300.0,7978.44
Toyota,Petrol,1986.0,Automatic,Crown ,1986,Islamabad,10000.0,3000.0,3900.57
Toyota,Petrol,2007.0,Automatic,Passo ,2007,Faisalabad,136000.0,1000.0,6028.16
Honda,Petrol,2010.0,Automatic,Civic ,2010,Rawalpindi,100000.0,1800.0,8155.74
Toyota,Diesel,2006.0,Manual,Corolla ,2006,Quetta,100000.0,2000.0,5141.66
Honda,Petrol,2019.0,Automatic,Vezel ,2019,Lahore,50000.0,1500.0,28367.79
Honda,Petrol,2015.0,Automatic,Civic ,2015,Multan,184000.0,1800.0,12588.21
Honda,Petrol,2004.0,Manual,City ,2004,Sargodha,150000.0,1300.0,4414.74
Daihatsu,Petrol,1986.0,Manual,Charade ,1986,Lahore,200000.0,1000.0,1879.37
Daihatsu,Petrol,2018.0,Automatic,Mira ,2018,Karachi,53000.0,660.0,10637.92
Toyota,Petrol,2005.0,Automatic,X ,2005,Karachi,100000.0,2500.0,12410.91
Toyota,Petrol,2018.0,Automatic,Corolla ,2018,Karachi,80000.0,1800.0,15247.69
Suzuki,Petrol,2021.0,Manual,R ,2021,Faisalabad,24000.0,1000.0,10247.86
Toyota,Diesel,2007.0,Automatic,Prado ,2007,Islamabad,150000.0,3000.0,30388.99
Honda,Petrol,2005.0,Manual,Civic ,2005,Lahore,196000.0,1500.0,4432.47
Toyota,Petrol,2012.0,Manual,Corolla ,2012,Sargodha,135000.0,1300.0,8155.74
Toyota,Petrol,2011.0,Automatic,Corolla ,2011,Faisalabad,308046.0,1600.0,10637.92
Toyota,Petrol,2007.0,Automatic,Camry ,2007,Karachi,101000.0,2400.0,9166.34
Suzuki,Petrol,2017.0,Manual,Cultus ,2017,Chichawatni,86000.0,1000.0,5354.42
Toyota,Petrol,1991.0,Automatic,Cruiser ,1991,Piplan,253882.0,4164.0,13120.1
Daihatsu,Petrol,2016.0,Manual,Hijet ,2016,Faisalabad,285000.0,660.0,3723.27
Toyota,Petrol,2010.0,Automatic,Vitz ,2010,Lahore,89000.0,1000.0,7145.14
Suzuki,Petrol,2022.0,Automatic,Alto ,2022,Karachi,12500.0,660.0,10460.62
Toyota,Petrol,2016.0,Automatic,Corolla ,2016,Swatmingora,68000.0,1800.0,14981.74
Suzuki,Petrol,2006.0,Manual,Liana ,2006,Rawalpindi,167400.0,1300.0,3173.65
Toyota,Petrol,2007.0,Manual,Corolla ,2007,Haripur,232000.0,1300.0,6099.07
Honda,Petrol,2014.0,Automatic,Vezel ,2014,Hyderabad,135000.0,1500.0,13120.1
Suzuki,Petrol,2010.0,Manual,Alto ,2010,Lahore,200000.0,1000.0,3368.67
Toyota,Petrol,2016.0,Automatic,Corolla ,2016,Abbottabad,86000.0,1600.0,12056.31
Honda,Petrol,2013.0,Automatic,Civic ,2013,Karachi,125746.0,1800.0,9219.53
Suzuki,Petrol,2020.0,Automatic,Swift ,2020,Lahore,39000.0,1300.0,10992.52
Suzuki,Petrol,1990.0,Manual,Margalla ,1990,Karachi,99514.0,1300.0,1418.39
Daihatsu,Petrol,2011.0,Automatic,Mira ,2011,Multan,150000.0,660.0,5496.26
Toyota,Petrol,2016.0,Manual,Corolla ,2016,Rawalpindi,250000.0,1300.0,8687.64
Toyota,Petrol,2006.0,Automatic,Vitz ,2006,Karak,12999.0,1000.0,6205.45
Suzuki,Petrol,2022.0,Automatic,R ,2022,Lahore,10500.0,1000.0,11879.01
Suzuki,Petrol,1991.0,Manual,Mehran ,1991,Bhakkar,30000.0,800.0,1205.63
Nissan,Petrol,1987.0,Automatic,Sunny ,1987,Lahore,100000.0,1600.0,1985.75
Honda,Petrol,2012.0,Manual,City ,2012,Lahore,118520.0,1300.0,8155.74
Toyota,Petrol,2022.0,Automatic,Corolla ,2022,Faisalabad,9600.0,1600.0,19414.21
Daihatsu,Petrol,2019.0,Automatic,Mira ,2019,Karachi,16000.0,660.0,13120.1
Toyota,Petrol,2018.0,Automatic,Vitz ,2018,Lahore,56000.0,1000.0,13297.4
Honda,Petrol,2015.0,Automatic,One ,2015,Mirpur,61000.0,660.0,8864.93
Suzuki,Petrol,2005.0,Manual,Baleno ,2005,Haripur,200000.0,1300.0,2659.48
Honda,Petrol,2000.0,Manual,City ,2000,Multan,174000.0,1300.0,3368.67
